Event #,Cell_ID,label,Tile_row,Tile_col,centroid-0,centroid-1,mean_intensity_PD-1_nuc,mean_intensity_PD-1_cell,Global_y,Global_x,mean_intensity_PD-L1_nuc,mean_intensity_PD-L1_cell,mean_intensity_CD68_nuc,mean_intensity_CD68_cell,mean_intensity_CD3_nuc,mean_intensity_CD3_cell,mean_intensity_FoxP3_nuc,mean_intensity_FoxP3_cell,mean_intensity_Iba-1_nuc,mean_intensity_Iba-1_cell,mean_intensity_CD8_nuc,mean_intensity_CD8_cell,mean_intensity_CD4_nuc,mean_intensity_CD4_cell
179,5139,23,1,0,1084.440674,1836.27124,174.9830475,111.8841171,3132.440674,1836.27124,14.33898258,14.69957066,9.694914818,9.982832909,0.457627118,3.062231779,1.881355882,2.755364895,5.237287998,8.854077339,2.915254354,4.356223106,4.423728943,4.96566534
180,5141,25,1,0,1002.878784,1845.302979,51.45454407,31.403162,3050.878906,1845.302979,12.24242401,8.889328003,16.36363602,6.814229012,0.090909094,2.980237246,4.333333492,2.355731249,3.181818247,4.316205502,3.969696999,3.648221254,5.060606003,3.553359747
181,5142,26,1,0,203,1373.186401,12,7.157051086,2251,1373.186401,3.593220234,3.823717833,14.91525459,6.506410122,0.644067824,1.730769277,1.491525412,1.701923132,3.389830589,3.342948675,3.389830589,3,2.389830589,2.387820482
182,5158,42,1,0,290.9545593,1257.121216,75.30303192,75.34658813,2338.95459,1257.121216,16.13636398,16.98863602,20.95454597,22.75568199,2.227272749,2.482954502,1.621212125,2.852272749,1,2.210227251,2.803030252,3.789772749,6.090909004,5.596590996
183,5187,71,1,0,304.171051,1094.394775,16.84210587,18.060606,2352.171143,1094.394775,10.05263138,8.545454979,10.26315784,8.356506348,2.039473772,3.106951952,1.434210539,2.559714794,8.078947067,25.37254906,4.578947544,6.053475857,6.421052456,5.859179974
184,5203,87,1,0,292.519989,1247.540039,113.1800003,45.11621475,2340.52002,1247.540039,12.96000004,7.651351452,10.85999966,22.45675659,4.239999771,3.099999905,1.360000014,2.221621513,5.380000114,14.02972984,4.300000191,4.545946121,9.06000042,10.43243217
185,5219,103,1,0,321.75,1246.25,27.93518448,71.34869385,2369.75,1246.25,16.08333397,26.10599136,13.75925922,14.47772694,3.277777672,4.854070663,4.824074268,4.542242527,3.046296358,5.56221199,5.074074268,5.434715748,3.870370388,4.225806236
186,5239,123,1,0,874.7526855,1259.236572,19,16.65868187,2922.752686,1259.236572,12.77419376,9.428143501,14.66666698,11.20658684,3.967741966,4.681137562,3.817204237,3.425149679,7.731182575,15.66467094,5.290322781,6.60928154,20.76344109,14.32784462
187,5321,205,1,0,924.7207031,1395.279297,17.67567635,15.16758728,2972.720703,1395.279297,11.16216183,7.567219257,19.53153229,17.25230217,2.099099159,2.69981575,4.02702713,2.819521189,7.189188957,13.0405159,6,5.331491947,10.4594593,12.96500874
188,5470,354,1,0,338.3908081,1230.195435,60.51724243,47.28781509,2386.390869,1230.195435,15.47126484,14.48949623,14.75862026,11.17016792,4.298850536,3.810924292,1.528735638,2.865546227,3.758620739,6.739495754,3.287356377,4.367647171,2.747126341,4.464285851
189,5495,379,1,0,360.7291565,1256.208374,79.7638855,80.96755981,2408.729248,1256.208374,18,15.90648842,10.00694466,9.297709465,2.201388836,3.583969355,1.854166627,2.843511343,0.229166672,1.280534387,4.201388836,4.400763512,5.722222328,6.1603055
190,5503,387,1,0,900.4883423,1435.662842,143.9651184,108.4233398,2948.488281,1435.662842,14.7441864,10.1464529,13.23255825,11.04347801,1.279069781,2.661327124,3.209302425,3.398169279,7.744185925,5.400457859,5.697674274,4.578947544,6.790697575,7.782608509
191,5538,422,1,0,109.477478,1593.666626,11.97297287,12.76109219,2157.477539,1593.666626,5.063063145,8.107508659,20.17117119,21.82935143,0.522522509,3.860068321,0.819819808,3.124573469,9.702702522,15.74402714,4.144144058,5.273037434,7.837837696,8.445392609
192,5666,550,1,0,144.3630066,1417.44519,20.80821991,19.88006973,2192.363037,1417.44519,4.9383564,6.393298149,11.88356209,12.16049385,0.253424644,2.167548418,1.061643839,2.264550209,9.431507111,11.50264549,4.506849289,4.728394985,2.746575356,6.248677254
193,5709,593,1,0,322.9611206,1214.894409,59.41666794,48.66530228,2370.961182,1214.894409,14.56111145,14.35519123,15.33888912,12.63934422,3.455555439,3.117486238,3.488888979,2.857923508,9.455555916,7.269125462,4.988888741,3.863388062,4.055555344,4.280054569
